Veh. Name	Veh. ID	Manufacterer	Trim level	Size	Performance	Safety	Insurance	Warranty	Price	"Wheelbase, in."	"Overall Length, in."	"Overall Width, in."	"Overall Height, in."	"Curb Weight, lbs."	"Cargo Volume, cu. ft."	"Fuel Capacity, gals."	Seating Capacity	"Front Head Room, in."	"Max. Front Leg Room, in."	"Rear Head Room, in."	"Min. Rear Leg Room, in."	"Size, liters/cu. in"	Horsepower 	 rpm	Torque (lb-ft) @ rpm	MPG (city)	MPG (highway)	"Front Impact, Driver"	"Front Impact, Passenger"	Rollover Resistance	"Side Impact, Driver"	"Side Impact, Rear Passenger"	Insurance Costs	Bumper-to-bumper	Extended powertrain	Corrosion	Free roadside assistance	Free scheduled maintenance	Retail Price	Dealer Invoice
S	I	S	S	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	I	I	I	I	I	I	I	I	I	I	I	I	I
N	N	N	N	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q
2005 Volvo S60	38269	Volvo	2.4	0.19	0.02	0.1	-0.05	0	-0.02	107	180.2	71	56.2	3300	13.9	18.5	5	38.7	42.6	37.9	33.3	2.4	168	6000	166	21.5	29	4	4	5	5	5	NA	0	0	0	0	0	27585	25965
2005 Volvo S60	38269	Volvo	"2.5T, 2.5T AWD"	0.19	0.02	0.1	-0.05	0	-0.03	107	180.2	71	56.2	3300	13.9	18.5	5	38.7	42.6	37.9	33.3	2.5	208	5000	236	21	30	4	4	5	5	5	NA	0	0	0	0	0	30120	28348
2005 Volvo S60	38269	Volvo	"2.5T, 2.5T AWD"	0.19	0.02	0.1	-0.05	0	-0.03	107	180.2	71	56.2	3300	13.9	18.5	5	38.7	42.6	37.9	33.3	2.5	208	5000	236	21	30	4	4	5	5	5	NA	0	0	0	0	0	31895	30017
2005 Volvo S60	38269	Volvo	T5	0.19	0.02	0.1	-0.05	0	-0.03	107	180.2	71	56.2	3300	13.9	18.5	5	38.7	42.6	37.9	33.3	2.4	257	5500	258	21	28.5	4	4	5	5	5	NA	0	0	0	0	0	33285	31323
2005 Volvo S60	38269	Volvo	--	0.19	0.02	0.1	-0.05	0	-0.04	107	180.2	71	56.2	3300	13.9	18.5	5	38.7	42.6	37.9	33.3	NA	NA	NA	NA	NA	NA	4	4	5	5	5	NA	0	0	0	0	0	37735	35506
2005 Volvo S40 and V50	38271	Volvo	2.4i	0.17	0.02	0.12	-0.05	0.05	-0.02	103.9	175.9	69.7	57.2	3084	14.3	16.3	5	38.9	41.6	37.2	34.4	2.4	168	6000	170	22	29.5	NA	NA	4	5	5	1440	200000	0	960000	NA	90000	23560	22182
2005 Volvo S40 and V50	38271	Volvo	2.4i	0.18	0.02	0.11	-0.05	0.05	-0.02	103.9	177.7	69.7	57.2	3269	62.7	15.9	5	38.9	41.6	38.1	34.4	2.4	168	6000	170	22	29.5	NA	NA	NA	NA	NA	1440	200000	0	960000	NA	90000	25990	24466
2005 Volvo S40 and V50	38271	Volvo	T5	0.17	0.02	0.12	-0.06	0.05	-0.02	103.9	175.9	69.7	57.2	3084	14.3	16.3	5	38.9	41.6	37.2	34.4	2.5	218	5000	236	21.5	30.5	NA	NA	4	5	5	1530	200000	0	960000	NA	90000	26395	24847
2005 Volvo S40 and V50	38271	Volvo	T5	0.18	0.02	0.11	-0.06	0.05	-0.02	103.9	177.7	69.7	57.2	3269	62.7	15.9	5	38.9	41.6	38.1	34.4	2.5	218	5000	236	21.5	30.5	NA	NA	NA	NA	NA	1530	200000	0	960000	NA	90000	27610	25990
2005 Volvo S40 and V50	38271	Volvo	T5	0.17	0.02	0.12	-0.06	0.05	-0.03	103.9	175.9	69.7	57.2	3084	14.3	16.3	5	38.9	41.6	37.2	34.4	2.5	218	5000	236	21.5	30.5	NA	NA	4	5	5	1530	200000	0	960000	NA	90000	28170	26515
2005 Volvo S40 and V50	38271	Volvo	T5	0.18	0.02	0.11	-0.06	0.05	-0.03	103.9	177.7	69.7	57.2	3269	62.7	15.9	5	38.9	41.6	38.1	34.4	2.5	218	5000	236	21.5	30.5	NA	NA	NA	NA	NA	1530	200000	0	960000	NA	90000	29385	27657
2005 Mazda 3	38274	Mazda	i	0.17	0.02	0.11	0	0.05	-0.01	103.9	178.3	69.1	57.7	2696	11.4	14.5	5	39.1	41.9	37.4	36.3	2	148	6500	135	27	34.5	NA	NA	NA	NA	NA	630	200000	0	600000	200000	0	13680	12801
2005 Mazda 3	38274	Mazda	"s, sp23"	0.17	0.02	0.11	-0.02	0.05	-0.01	103.9	178.3	69.1	57.7	2696	11.4	14.5	5	39.1	41.9	37.4	36.3	2.3	160	6500	150	24.5	30.5	NA	NA	NA	NA	NA	990	200000	0	600000	200000	0	16615	15537
2005 Mazda 3	38274	Mazda	"s, sp23"	0.18	0.02	0.06	-0.02	0.05	-0.01	103.9	176.6	69.1	57.7	2762	31.2	14.5	5	39.1	41.9	38.4	36.3	2.3	160	6500	150	24.5	30.5	4	4	4	3	3	990	200000	0	600000	200000	0	17105	15995
2005 Mazda 3	38274	Mazda	"s, sp23"	0.17	0.02	0.11	-0.02	0.05	-0.01	103.9	178.3	69.1	57.7	2696	11.4	14.5	5	39.1	41.9	37.4	36.3	2.3	160	6500	150	24.5	30.5	NA	NA	NA	NA	NA	990	200000	0	600000	200000	0	18685	17468
2005 Mazda 3	38274	Mazda	"s, sp23"	0.18	0.02	0.06	-0.02	0.05	-0.01	103.9	176.6	69.1	57.7	2762	31.2	14.5	5	39.1	41.9	38.4	36.3	2.3	160	6500	150	24.5	30.5	4	4	4	3	3	990	200000	0	600000	200000	0	18685	17468
2005 Buick LaCrosse	38328	Buick	"CX, CXL"	0.22	0.03	0.11	-0.03	0.03	-0.02	110.5	198.1	73	57.4	3495	16	17.5	6	39.4	42.3	37.2	37.6	3.8	200	5200	230	20	29	NA	NA	NA	NA	NA	1080	108000	0	600000	108000	0	22835	20894
2005 Buick LaCrosse	38328	Buick	"CX, CXL"	0.22	0.03	0.11	-0.03	0.03	-0.02	110.5	198.1	73	57.4	3495	16	17.5	6	39.4	42.3	37.2	37.6	3.8	200	5200	230	20	29	NA	NA	NA	NA	NA	1080	108000	0	600000	108000	0	25335	23182
2005 Buick LaCrosse	38328	Buick	CXS	0.22	0.02	0.11	-0.04	0.03	-0.03	110.5	198.1	73	57.4	3495	16	17.5	6	39.4	42.3	37.2	37.6	3.6	240	6000	230	19	27	NA	NA	NA	NA	NA	1350	108000	0	600000	108000	0	28335	25927
2005 Cadillac STS	38368	Cadillac	V6	0.22	0.02	0.11	-0.08	0.05	-0.04	116.4	196.3	72.6	57.6	3857	13.8	17.5	5	38.7	42.6	37.9	38.3	3.6	255	6500	252	17	24	NA	NA	NA	NA	NA	1890	200000	0	600000	200000	0	40525	37486
2005 Cadillac STS	38368	Cadillac	V8	0.22	0.03	0.11	-0.08	0.05	-0.05	116.4	196.3	72.6	57.6	3857	13.8	17.5	5	38.7	42.6	37.9	38.3	4.6	320	6400	315	17	26	NA	NA	NA	NA	NA	1980	200000	0	600000	200000	0	47025	43498
2005 Buick Century	38408	Buick	Standard	0.21	0.02	0.05	-0.02	0.03	-0.02	109	194.6	72.7	56.6	3342	16.7	17	6	39.4	42.4	37.4	36.9	3.1	175	5200	195	20	30	4	3	4	3	3	900	108000	0	600000	108000	0	22040	20167
2005 Chevrolet Cavalier	38428	Chevrolet	Standard	0.15	0.02	0.04	-0.04	0.03	-0.01	104.1	182.7	68.7	53	2617	13.2	14.1	5	37.6	41.9	36.6	32.7	2.2	140	5600	150	25	35	4	4	4	1	2	1350	108000	300000	600000	108000	0	14410	13473
2005 Chevrolet Cavalier	38428	Chevrolet	Standard	0.16	0.02	0.05	-0.04	0.03	-0.01	104.1	182.7	67.9	54.7	2676	13.6	14.1	5	38.9	41.9	37.2	34.4	2.2	140	5600	150	25	35	4	4	4	1	3	1350	108000	300000	600000	108000	0	14610	13660
2005 Chevrolet Cavalier	38428	Chevrolet	Standard	0.15	0.02	0.04	-0.04	0.03	0	104.1	182.7	68.7	53	2617	13.2	14.1	5	37.6	41.9	36.6	32.7	2.2	140	5600	150	25	35	4	4	4	1	2	1260	108000	300000	600000	108000	0	10325	9757
2005 Chevrolet Cavalier	38428	Chevrolet	Standard	0.15	0.02	0.04	-0.06	0.03	-0.01	104.1	182.7	68.7	53	2617	13.2	14.1	5	37.6	41.9	36.6	32.7	2.2	140	5600	150	25	35	4	4	4	1	2	1620	108000	300000	600000	108000	0	16090	15044
2005 Chevrolet Cavalier	38428	Chevrolet	Standard	0.16	0.02	0.05	-0.06	0.03	-0.01	104.1	182.7	67.9	54.7	2676	13.6	14.1	5	38.9	41.9	37.2	34.4	2.2	140	5600	150	25	35	4	4	4	1	3	1620	108000	300000	600000	108000	0	16290	15231
2005 Chevrolet Cavalier	38428	Chevrolet	Standard	0.15	0.02	0.04	-0.06	0.03	-0.01	104.1	182.7	68.7	53	2617	13.2	14.1	5	37.6	41.9	36.6	32.7	2.2	140	5600	150	25	35	4	4	4	1	2	1620	108000	300000	600000	108000	0	17510	16372
2005 Chevrolet Cavalier	38428	Chevrolet	Standard	0.16	0.02	0.05	-0.06	0.03	-0.01	104.1	182.7	67.9	54.7	2676	13.6	14.1	5	38.9	41.9	37.2	34.4	2.2	140	5600	150	25	35	4	4	4	1	3	1620	108000	300000	600000	108000	0	17710	16559
2005 Pontiac Sunfire	38429	Pontiac	Standard	0.15	0.02	0.04	-0.05	0	-0.01	104.1	182	68.4	53	2771	12.4	14.1	5	37.6	42.1	36.6	32.6	2.2	140	5600	150	25	35	4	4	4	1	2	NA	0	0	0	0	0	15205	14065
2005 Pontiac Sunfire	38429	Pontiac	Standard	0.15	0.02	0.04	-0.05	0	0	104.1	182	68.4	53	2771	12.4	14.1	5	37.6	42.1	36.6	32.6	2.2	140	5600	150	25	35	4	4	4	1	2	NA	0	0	0	0	0	10895	10187
2005 Pontiac Grand Am	38432	Pontiac	Standard	0.18	0.02	0.08	-0.05	0	-0.02	107.2	186.3	70.4	55.1	3066	14.6	14.1	5	38.3	42.1	37.3	35.5	3.4	175	4800	205	20	29	4	5	4	1	4	NA	0	0	0	0	0	22500	20588
2005 Pontiac Grand Am	38432	Pontiac	Standard	0.18	0.02	0.08	-0.05	0	-0.02	107.2	186.3	70.4	55.1	3066	14.6	14.1	5	38.3	42.1	37.3	35.5	3.4	175	4800	205	20	29	4	5	4	1	4	NA	0	0	0	0	0	23750	21731
2005 Saturn L300	38437	Saturn	Standard	0.18	0.02	0.11	-0.02	0.03	-0.02	106.5	190.4	68.5	56.4	3033	17.5	15.7	5	39.3	42.3	38	35.4	3	182	5600	184	21	28	4	5	4	3	5	900	108000	0	600000	108000	0	21370	19714
2005 Acura RL	38448	Acura	Standard	0.21	0.03	0.15	-0.09	0.05	-0.05	110.2	193.6	72.7	57.1	3984	13.1	19.4	5	38.5	42.4	37.2	36.3	3.5	300	6200	260	18	26	5	5	5	5	5	2070	200000	0	600000	200000	0	49100	43714
2005 Acura RL	38448	Acura	Standard	0.21	0.03	0.15	-0.09	0.05	-0.05	110.2	193.6	72.7	57.1	3984	13.1	19.4	5	38.5	42.4	37.2	36.3	3.5	300	6200	260	18	26	5	5	5	5	5	2070	200000	0	600000	200000	0	48365	43060
2005 Mercury Sable	38468	Mercury	GS	0.22	0.02	0.09	-0.02	0.03	-0.02	108.5	199.8	73	55.5	3308	16	18	6	39.8	42.2	36.7	38.9	3	153	5800	186	20	27	4	5	4	3	3	900	108000	0	600000	108000	0	21200	19475
2005 Mercury Sable	38468	Mercury	LS	0.22	0.02	0.09	-0.03	0.03	-0.02	108.5	199.8	73	55.5	3308	16	18	6	39.8	42.2	36.7	38.9	3	201	5500	207	20	27	4	5	4	3	3	1080	108000	0	600000	108000	0	24165	22144
2005 Ford Taurus	38469	Ford	Standard	0.22	0.02	0.09	-0.02	0.03	-0.02	108.5	197.6	73	56.1	3306	17	18	6	40	42.2	38.1	38.9	3	153	5800	186	20	27	4	5	4	3	3	990	108000	0	600000	108000	0	20935	19216
2005 Ford Taurus	38469	Ford	Standard	0.25	0.02	0.11	-0.02	0.03	-0.02	108.5	197.7	73	57.8	3497	81.3	18	8	39.4	42.2	38.9	38.5	3	153	5800	186	20	27	NA	NA	NA	NA	NA	990	108000	0	600000	108000	0	22845	20935
2005 Ford Taurus	38469	Ford	SEL	0.22	0.02	0.09	-0.03	0.03	-0.02	108.5	197.6	73	56.1	3306	17	18	6	40	42.2	38.1	38.9	3	201	5500	207	20	27	4	5	4	3	3	1080	108000	0	600000	108000	0	22555	20635
2005 Ford Taurus	38469	Ford	SEL	0.25	0.02	0.11	-0.03	0.03	-0.02	108.5	197.7	73	57.8	3497	81.3	18	8	39.4	42.2	38.9	38.5	3	201	5500	207	20	27	NA	NA	NA	NA	NA	1080	108000	0	600000	108000	0	23545	21525
2005 Mazda Miata	38508	Mazda	"Base, LS"	0.08	0.01	0.11	-0.03	0.05	-0.02	89.2	155.7	66	48.4	2387	5.1	12.7	2	37.1	42.8	NA	NA	1.8	142	7000	125	22.66666667	28	NA	NA	NA	NA	NA	1170	200000	0	600000	200000	0	22098	20398
2005 Mazda Miata	38508	Mazda	"Base, LS"	0.08	0.01	0.11	-0.03	0.05	-0.02	89.2	155.7	66	48.4	2387	5.1	12.7	2	37.1	42.8	NA	NA	1.8	142	7000	125	22.66666667	28	NA	NA	NA	NA	NA	1170	200000	0	600000	200000	0	24903	22982
2005 Mazda Miata	38508	Mazda	MazdaSpeed	0.08	0.02	0.11	-0.04	0.05	-0.02	89.2	155.7	66	48.4	2387	5.1	12.7	2	37.1	42.8	NA	NA	1.8	178	6000	166	20	26	NA	NA	NA	NA	NA	1260	200000	0	600000	200000	0	25780	23791
2005 Mazda Miata	38508	Mazda	MazdaSpeed	0.08	0.02	0.11	-0.04	0.05	-0.02	89.2	155.7	66	48.4	2387	5.1	12.7	2	37.1	42.8	NA	NA	1.8	178	6000	166	20	26	NA	NA	NA	NA	NA	1260	200000	0	600000	200000	0	26580	24528
