Veh. Name	Veh. ID	Manufacterer	Trim level	Size	Performance	Safety	Insurance	Warranty	Price	"Wheelbase, in."	"Overall Length, in."	"Overall Width, in."	"Overall Height, in."	"Curb Weight, lbs."	"Cargo Volume, cu. ft."	"Fuel Capacity, gals."	Seating Capacity	"Front Head Room, in."	"Max. Front Leg Room, in."	"Rear Head Room, in."	"Min. Rear Leg Room, in."	"Size, liters/cu. in"	Horsepower 	 rpm	Torque (lb-ft) @ rpm	MPG (city)	MPG (highway)	"Front Impact, Driver"	"Front Impact, Passenger"	Rollover Resistance	"Side Impact, Driver"	"Side Impact, Rear Passenger"	Insurance Costs	Bumper-to-bumper	Extended powertrain	Corrosion	Free roadside assistance	Free scheduled maintenance	Retail Price	Dealer Invoice
S	I	S	S	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	I	I	I	I	I	I	I	I	I	I	I	I	I
N	N	N	N	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q
2005 BMW 6 Series	38083	BMW	Standard	0.17	0.03	0.11	-0.1	0.07	-0.08	109.4	190.2	73	54.1	3781	13	18.5	4	37.8	42	35.5	28.8	4.4	325	6100	330	17.5	25.5	NA	NA	NA	NA	NA	2250	200	0	1440000	200000	200000	76900	70160
2005 Chevrolet Cobalt	38085	Chevrolet	"Base, LS, LT"	0.15	0.02	0.11	-0.05	0	-0.01	103.3	180.5	68.4	55.6	2808	13.2	13.2	5	38.2	42	35.7	32.9	2.2	145	5400	155	23.5	30.5	NA	NA	NA	NA	NA	NA	0	0	0	0	0	13625	12739
2005 Chevrolet Cobalt	38085	Chevrolet	"Base, LS, LT"	0.16	0.02	0.11	-0.05	0	-0.01	103.3	180.3	68.4	57	2868	14	13.2	5	38.5	41.8	37.7	33.7	2.2	145	5400	155	23.5	30.5	NA	NA	NA	NA	NA	NA	0	0	0	0	0	13625	12739
2005 Chevrolet Cobalt	38085	Chevrolet	"Base, LS, LT"	0.15	0.02	0.11	-0.05	0	-0.01	103.3	180.5	68.4	55.6	2808	13.2	13.2	5	38.2	42	35.7	32.9	2.2	145	5400	155	23.5	30.5	NA	NA	NA	NA	NA	NA	0	0	0	0	0	15920	14885
2005 Chevrolet Cobalt	38085	Chevrolet	"Base, LS, LT"	0.16	0.02	0.11	-0.05	0	-0.01	103.3	180.3	68.4	57	2868	14	13.2	5	38.5	41.8	37.7	33.7	2.2	145	5400	155	23.5	30.5	NA	NA	NA	NA	NA	NA	0	0	0	0	0	15920	14885
2005 Chevrolet Cobalt	38085	Chevrolet	"Base, LS, LT"	0.16	0.02	0.11	-0.05	0	-0.01	103.3	180.3	68.4	57	2868	14	13.2	5	38.5	41.8	37.7	33.7	2.2	145	5400	155	23.5	30.5	NA	NA	NA	NA	NA	NA	0	0	0	0	0	18195	17012
2005 Chevrolet Cobalt	38085	Chevrolet	SS Supercharged	0.15	0.02	0.11	-0.05	0	-0.02	103.3	180.5	68.4	55.6	2808	13.2	13.2	5	38.2	42	35.7	32.9	2	205	5600	200	25	34	NA	NA	NA	NA	NA	NA	0	0	0	0	0	21430	20037
2005 Chevrolet Aveo	38088	Chevrolet	Standard	0.14	0.02	0.11	-0.02	0.03	0	97.6	166.7	65.7	58.9	2370	11.7	11.9	5	39.3	41.3	37.6	35.4	1.6	103	6000	107	26.5	34.5	5	5	4	3	3	990	108000	300000	600000	108000	0	9455	8935
2005 Chevrolet Aveo	38088	Chevrolet	Standard	0.14	0.02	0.11	-0.02	0.03	0	97.6	152.8	65.8	58.9	2348	42	11.9	5	39.3	41.3	37.6	35.4	1.6	103	6000	107	26.5	34.5	NA	NA	NA	NA	NA	990	108000	300000	600000	108000	0	9455	8935
2005 Chevrolet Aveo	38088	Chevrolet	Standard	0.14	0.02	0.11	-0.01	0.03	0	97.6	166.7	65.7	58.9	2370	11.7	11.9	5	39.3	41.3	37.6	35.4	1.6	103	6000	107	26.5	34.5	5	5	4	3	3	720	108000	300000	600000	108000	0	11370	10631
2005 Chevrolet Aveo	38088	Chevrolet	Standard	0.14	0.02	0.11	-0.01	0.03	0	97.6	152.8	65.8	58.9	2348	42	11.9	5	39.3	41.3	37.6	35.4	1.6	103	6000	107	26.5	34.5	NA	NA	NA	NA	NA	720	108000	300000	600000	108000	0	11370	10631
2005 Chevrolet Aveo	38088	Chevrolet	Standard	0.14	0.02	0.11	-0.02	0.03	0	97.6	166.7	65.7	58.9	2370	11.7	11.9	5	39.3	41.3	37.6	35.4	1.6	103	6000	107	26.5	34.5	5	5	4	3	3	990	108000	300000	600000	108000	0	12640	11818
2005 Chevrolet Aveo	38088	Chevrolet	Standard	0.14	0.02	0.11	-0.02	0.03	0	97.6	152.8	65.8	58.9	2348	42	11.9	5	39.3	41.3	37.6	35.4	1.6	103	6000	107	26.5	34.5	NA	NA	NA	NA	NA	990	108000	300000	600000	108000	0	12865	12029
2005 Chevrolet Impala	38091	Chevrolet	Base	0.22	0.02	0.12	-0.03	0.03	-0.02	110.5	200	73	57.3	3465	18.6	17	6	39.2	42.2	36.8	38.4	3.4	180	5200	200	21	32	5	5	4	4	4	1080	108000	300000	600000	108000	0	22350	20450
2005 Chevrolet Impala	38091	Chevrolet	LS	0.22	0.03	0.12	-0.03	0.03	-0.02	110.5	200	73	57.3	3465	18.6	17	6	39.2	42.2	36.8	38.4	3.8	200	5200	225	20	30	5	5	4	4	4	1170	108000	300000	600000	108000	0	25460	23296
2005 Chevrolet Impala	38091	Chevrolet	SS	0.22	0.03	0.12	-0.04	0.03	-0.03	110.5	200	73	57.3	3465	18.6	17	6	39.2	42.2	36.8	38.4	3.8	240	5200	280	19	28	5	5	4	4	4	1350	108000	300000	600000	108000	0	28555	26128
2005 Chevrolet Malibu	38092	Chevrolet	Base	0.19	0.02	0.08	-0.02	0.03	-0.01	106.3	188.3	69.9	57.5	3174	15.4	16.3	5	39.6	41.9	37.6	38.5	2.2	145	5600	155	24	35	4	4	4	NA	NA	990	108000	300000	600000	108000	0	19200	17568
2005 Chevrolet Malibu	38092	Chevrolet	"LS, LT"	0.19	0.03	0.08	-0.04	0.03	-0.02	106.3	188.3	69.9	57.5	3174	15.4	16.3	5	39.6	41.9	37.6	38.5	3.5	200	5400	220	22	32	4	4	4	NA	NA	1260	108000	300000	600000	108000	0	21265	19457
2005 Chevrolet Malibu	38092	Chevrolet	"LS, LT"	0.22	0.03	0.11	-0.04	0.03	-0.02	112.3	187.8	69.8	58.1	3458	41	16.4	5	39.4	41.9	39.4	41	3.5	200	5400	220	22	32	NA	NA	NA	NA	NA	1260	108000	300000	600000	108000	0	21465	19640
2005 Chevrolet Malibu	38092	Chevrolet	"LS, LT"	0.19	0.03	0.08	-0.04	0.03	-0.02	106.3	188.3	69.9	57.5	3174	15.4	16.3	5	39.6	41.9	37.6	38.5	3.5	200	5400	220	22	32	4	4	4	NA	NA	1350	108000	300000	600000	108000	0	24060	22015
2005 Chevrolet Malibu	38092	Chevrolet	"LS, LT"	0.22	0.03	0.11	-0.05	0.03	-0.02	112.3	187.8	69.8	58.1	3458	41	16.4	5	39.4	41.9	39.4	41	3.5	200	5400	220	22	32	NA	NA	NA	NA	NA	1440	108000	300000	600000	108000	0	24610	22518
2005 Chevrolet Monte Carlo	38093	Chevrolet	LS	0.2	0.02	0.12	-0.04	0.03	-0.02	110.5	197.9	72.7	55.2	3340	15.8	17	5	38.1	42.4	36.5	35.8	3.4	180	5200	205	21	32	5	5	4	3	4	1350	108000	300000	600000	108000	0	22280	20386
2005 Chevrolet Monte Carlo	38093	Chevrolet	LT	0.2	0.03	0.12	-0.05	0.03	-0.02	110.5	197.9	72.7	55.2	3340	15.8	17	5	38.1	42.4	36.5	35.8	3.8	200	5200	225	20	30	5	5	4	3	4	1440	108000	300000	600000	108000	0	24690	22591
2005 Chevrolet Monte Carlo	38093	Chevrolet	Supercharged SS	0.2	0.03	0.12	-0.06	0.03	-0.03	110.5	197.9	72.7	55.2	3340	15.8	17	5	38.1	42.4	36.5	35.8	3.8	240	5200	280	19	28	5	5	4	3	4	1620	108000	300000	600000	108000	0	28355	25945
2005 Chevrolet SSR	38094	Chevrolet	Standard	0.18	0.04	0.11	-0.08	0.03	-0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	390	5400	405	14	19.5	NA	NA	NA	NA	NA	1980	108000	300000	600000	108000	0	42555	39789
2005 Chevrolet Corvette	38100	Chevrolet	Standard	0.15	0.04	0.11	-0.08	0.03	-0.04	106	175	73	49	3179	22	18	2	38	43	NA	NA	6	400	6000	400	18	27	NA	NA	NA	NA	NA	1890	108000	300000	600000	108000	0	43710	38246
2005 Chevrolet Corvette	38100	Chevrolet	Standard	0.15	0.04	0.11	-0.08	0.03	-0.05	106	175	73	49	3199	11	18	2	38	43	NA	NA	6	400	6000	400	18	27	NA	NA	NA	NA	NA	1890	108000	300000	600000	108000	0	51445	45014
2005 Chrysler Crossfire	38101	Chrysler	"Base, Limited"	0.12	0.02	0.12	-0.03	0.03	-0.03	94.5	159.8	69.5	51.4	3060	7.6	15.9	2	36.9	42.7	NA	NA	3.2	215	5700	229	19	26.5	5	4	5	5	NA	1170	108000	490000	500000	108000	0	29045	27041
2005 Chrysler Crossfire	38101	Chrysler	"Base, Limited"	0.12	0.02	0.11	-0.03	0.03	-0.03	94.5	159.8	69.5	51.8	3140	6.5	15.9	2	37.3	42.7	NA	NA	3.2	215	5700	229	19	26.5	NA	NA	NA	NA	NA	1170	108000	490000	500000	108000	0	34085	31577
2005 Chrysler Crossfire	38101	Chrysler	"Base, Limited"	0.12	0.02	0.12	-0.04	0.03	-0.03	94.5	159.8	69.5	51.4	3060	7.6	15.9	2	36.9	42.7	NA	NA	3.2	215	5700	229	19	26.5	5	4	5	5	NA	1350	108000	490000	500000	108000	0	33895	31406
2005 Chrysler Crossfire	38101	Chrysler	"Base, Limited"	0.12	0.02	0.11	-0.04	0.03	-0.04	94.5	159.8	69.5	51.8	3140	6.5	15.9	2	37.3	42.7	NA	NA	3.2	215	5700	229	19	26.5	NA	NA	NA	NA	NA	1350	108000	490000	500000	108000	0	38195	35276
2005 Chrysler Crossfire	38101	Chrysler	SRT-6	0.12	0.03	0.12	-0.06	0.03	-0.04	94.5	159.8	69.5	51.4	3060	7.6	15.9	2	36.9	42.7	NA	NA	3.2	330	6100	310	17	24	5	4	5	5	NA	1530	108000	490000	500000	108000	0	44770	41628
2005 Chrysler Crossfire	38101	Chrysler	SRT-6	0.12	0.03	0.11	-0.06	0.03	-0.05	94.5	159.8	69.5	51.8	3140	6.5	15.9	2	37.3	42.7	NA	NA	3.2	330	6100	310	17	24	NA	NA	NA	NA	NA	1530	108000	490000	500000	108000	0	49070	45498
2005 Chrysler PT Cruiser	38102	Chrysler	"Base, Touring, Limited"	0.19	0.02	0.09	-0.05	0.03	-0.01	103	168.8	67.1	63	3101	64.2	15	5	39.2	40.6	39.5	40.9	2.4	150	5100	165	21.5	27.5	4	4	NA	4	5	NA	108000	490000	500000	108000	0	13530	12812
2005 Chrysler PT Cruiser	38102	Chrysler	"Base, Touring, Limited"	0.19	0.02	0.09	-0.05	0.03	-0.01	103	168.8	67.1	63	3101	64.2	15	5	39.2	40.6	39.5	40.9	2.4	150	5100	165	21.5	27.5	4	4	NA	4	5	NA	108000	490000	500000	108000	0	15565	14664
2005 Chrysler PT Cruiser	38102	Chrysler	"Base, Touring, Limited"	0.17	0.02	0.11	-0.07	0.03	-0.02	103	168.8	67.1	60.6	3303	7.4	15	4	38.7	40.6	36.4	40.9	2.4	150	5100	165	21.5	27.5	NA	NA	NA	NA	NA	1710	108000	490000	500000	108000	0	23175	21664
2005 Chrysler PT Cruiser	38102	Chrysler	"Base, Touring, Limited"	0.19	0.02	0.09	-0.05	0.03	-0.01	103	168.8	67.1	63	3101	64.2	15	5	39.2	40.6	39.5	40.9	2.4	150	5100	165	21.5	27.5	4	4	NA	4	5	NA	108000	490000	500000	108000	0	17565	16484
2005 Chrysler PT Cruiser	38102	Chrysler	GT	0.19	0.02	0.09	-0.05	0.03	-0.02	103	168.8	67.1	63	3101	64.2	15	5	39.2	40.6	39.5	40.9	2.4	220	5100	245	20	26.5	4	4	NA	4	5	NA	108000	490000	500000	108000	0	23065	21489
2005 Chrysler PT Cruiser	38102	Chrysler	GT	0.17	0.02	0.11	-0.07	0.03	-0.02	103	168.8	67.1	60.6	3303	7.4	15	4	38.7	40.6	36.4	40.9	2.4	220	5100	245	20	26.5	NA	NA	NA	NA	NA	1800	108000	490000	500000	108000	0	27930	25991
2005 Chrysler PT Cruiser	38102	Chrysler	"Base, Touring, Limited"	0.17	0.02	0.11	-0.03	0.03	-0.01	103	168.8	67.1	60.6	3303	7.4	15	4	38.7	40.6	36.4	40.9	2.4	150	5100	165	21.5	27.5	NA	NA	NA	NA	NA	1170	108000	490000	500000	108000	0	19405	18622
2005 Chrysler Sebring	38103	Chrysler	"Base sedan , convertible"	0.19	0.02	0.13	-0.06	0.03	-0.01	108	190.7	70.6	54.9	3173	16	16	5	37.6	42.3	35.8	38.1	2.4	150	5500	160	22	30	5	5	5	NA	NA	1530	108000	490000	500000	108000	0	19495	18111
2005 Chrysler Sebring	38103	Chrysler	"Touring , Limited sedan"	0.19	0.02	0.13	-0.06	0.03	-0.01	108	190.7	70.6	54.9	3173	16	16	5	37.6	42.3	35.8	38.1	2.7	200	5800	190	21	28	5	5	5	NA	NA	1530	108000	490000	500000	108000	0	20215	18759
2005 Chrysler Sebring	38103	Chrysler	"Touring , Limited sedan"	0.19	0.02	0.13	-0.06	0.03	-0.02	108	190.7	70.6	54.9	3173	16	16	5	37.6	42.3	35.8	38.1	2.7	200	5800	190	21	28	5	5	5	NA	NA	1620	108000	490000	500000	108000	0	22505	20820
2005 Chrysler Sebring	38103	Chrysler	Base coupe	0.17	0.02	0.08	-0.07	0.03	-0.02	103.7	191.9	69.9	53.9	3133	16.3	16.3	5	38.5	42.3	36	34	2.4	142	5500	155	21	28	4	4	4	3	5	1800	108000	490000	500000	108000	0	22255	20635
2005 Chrysler Sebring	38103	Chrysler	Limited coupe	0.17	0.02	0.08	-0.08	0.03	-0.02	103.7	191.9	69.9	53.9	3133	16.3	16.3	5	38.5	42.3	36	34	3	198	5500	205	20	28	4	4	4	3	5	1890	108000	490000	500000	108000	0	24630	22772
2005 Chrysler Sebring	38103	Chrysler	"Base sedan , convertible"	0.17	0.02	0.05	-0.03	0.03	-0.02	106	193.7	69.4	55	3357	11.3	16	4	38.7	42.4	37	35.2	2.4	150	5500	160	22	30	3	3	5	3	4	1080	108000	490000	500000	108000	0	25555	23695
2005 Chrysler Sebring	38103	Chrysler	"Base sedan , convertible"	0.17	0.02	0.05	-0.03	0.03	-0.02	106	193.7	69.4	55	3357	11.3	16	4	38.7	42.4	37	35.2	2.4	150	5500	160	22	30	3	3	5	3	4	1170	108000	490000	500000	108000	0	27030	25022
2005 Chrysler Sebring	38103	Chrysler	"Touring , Limited sedan"	0.17	0.02	0.05	-0.04	0.03	-0.03	106	193.7	69.4	55	3357	11.3	16	4	38.7	42.4	37	35.2	2.7	200	5800	190	21	28	3	3	5	3	4	1260	108000	490000	500000	108000	0	28355	26215
2005 Chrysler Sebring	38103	Chrysler	"Base sedan , convertible"	0.17	0.02	0.05	-0.04	0.03	-0.03	106	193.7	69.4	55	3357	11.3	16	4	38.7	42.4	37	35.2	2.4	150	5500	160	22	30	3	3	5	3	4	1350	108000	490000	500000	108000	0	31165	28744
2005 Dodge Neon	38107	Dodge	"SE, SXT"	0.16	0.02	0.06	-0.05	0.03	-0.01	105	174.4	67.4	56	2581	13.1	12.5	5	38.4	42.2	36.7	34.8	2	132	5600	130	27	34	4	4	4	3	3	1440	108000	490000	500000	108000	0	13700	12827
2005 Dodge Neon	38107	Dodge	"SE, SXT"	0.16	0.02	0.06	-0.06	0.03	-0.01	105	174.4	67.4	56	2581	13.1	12.5	5	38.4	42.2	36.7	34.8	2	132	5600	130	27	34	4	4	4	3	3	1530	108000	490000	500000	108000	0	16010	14929
2005 Dodge Neon	38107	Dodge	SRT-4	0.16	0.02	0.06	-0.08	0.03	-0.02	105	174.4	67.4	56	2581	13.1	12.5	5	38.4	42.2	36.7	34.8	2.4	230	5300	250	22	30	4	4	4	3	3	1980	108000	490000	500000	108000	0	20600	19106
2005 Dodge Stratus	38109	Dodge	SXT coupe	0.17	0.02	0.08	-0.07	0.03	-0.01	103.7	190.9	70.3	53.9	3051	16.3	16.3	5	38.5	42.3	36	34	2.4	147	5500	158	22.5	30	4	4	4	3	5	1800	108000	490000	500000	108000	0	20135	18642
2005 Dodge Stratus	38109	Dodge	R/T coupe	0.17	0.02	0.08	-0.07	0.03	-0.02	103.7	190.9	70.3	53.9	3051	16.3	16.3	5	38.5	42.3	36	34	3	200	5500	205	20.5	28.5	4	4	4	3	5	1800	108000	490000	500000	108000	0	22980	21202
2005 Dodge Stratus	38109	Dodge	SXT sedan	0.19	0.02	0.13	-0.08	0.03	-0.01	108	191.2	70.6	54.9	3175	16	16	5	37.6	42.3	35.8	38.1	2.4	150	5500	160	22	30	5	5	5	NA	NA	1890	108000	490000	500000	108000	0	20255	18765
2005 Dodge Stratus	38109	Dodge	R/T sedan	0.19	0.02	0.13	-0.08	0.03	-0.02	108	191.2	70.6	54.9	3175	16	16	5	37.6	42.3	35.8	38.1	2.7	200	5900	192	21	28	5	5	5	NA	NA	1890	108000	490000	500000	108000	0	21735	20097
2005 Dodge Viper	38110	Dodge	Standard	0.14	0.06	0.11	-0.11	0.03	-0.08	98.8	175.6	75.2	47.6	3410	8.4	18.5	2	36.5	42.4	NA	NA	8.3	500	5600	525	NA	NA	NA	NA	NA	NA	NA	2430	108000	490000	500000	108000	0	81495	74236
2005 Ford Crown Victoria	38111	Ford	"St,ard , LX"	0.25	0.03	0.15	-0.05	0	-0.02	114.7	212	78.2	58.3	4101	20.6	19	6	39.5	41.6	37.7	38.4	4.6	224	4800	275	18	25	5	5	5	5	5	NA	0	0	0	0	0	24410	22907
2005 Ford Crown Victoria	38111	Ford	"St,ard , LX"	0.25	0.03	0.15	-0.05	0	-0.02	114.7	212	78.2	58.3	4101	20.6	19	6	39.5	41.6	37.7	38.4	4.6	224	4800	275	18	25	5	5	5	5	5	NA	0	0	0	0	0	27550	25246
2005 Ford Crown Victoria	38111	Ford	"LX Sport, LX w/H,ling , Perf"	0.25	0.03	0.15	-0.05	0	-0.03	114.7	212	78.2	58.3	4101	20.6	19	6	39.5	41.6	37.7	38.4	4.6	239	4900	287	18	25	5	5	5	5	5	NA	0	0	0	0	0	30500	27900
2005 Ford Focus	38117	Ford	--	0.17	0.02	0.07	-0.05	0.03	-0.01	103	168.5	66.9	56.3	2614	28	14.1	5	39.1	40.7	38.6	37.6	NA	NA	NA	NA	NA	NA	4	4	4	3	4	1440	108000	0	600000	108000	0	13375	12529
2005 Ford Focus	38117	Ford	--	0.17	0.02	0.1	-0.05	0.03	-0.01	103	175.2	66.9	56.3	2643	14	14.1	5	39.1	40.7	38.6	37.6	NA	NA	NA	NA	NA	NA	5	4	4	3	4	1440	108000	0	600000	108000	0	13915	13081
2005 Ford Focus	38117	Ford	--	0.17	0.02	0.11	-0.05	0.03	-0.01	103	168.5	66.9	56.3	2693	28	14.1	5	39.1	40.7	38.6	37.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1440	108000	0	600000	108000	0	14615	13725
2005 Ford Focus	38117	Ford	--	0.17	0.02	0.07	-0.05	0.03	-0.01	103	168.5	66.9	56.3	2614	28	14.1	5	39.1	40.7	38.6	37.6	NA	NA	NA	NA	NA	NA	4	4	4	3	4	1440	108000	0	600000	108000	0	14815	13909
2005 Ford Focus	38117	Ford	--	0.17	0.02	0.1	-0.05	0.03	-0.01	103	175.2	66.9	56.3	2643	14	14.1	5	39.1	40.7	38.6	37.6	NA	NA	NA	NA	NA	NA	5	4	4	3	4	1440	108000	0	600000	108000	0	15415	14461
2005 Ford Focus	38117	Ford	--	0.17	0.02	0.11	-0.05	0.03	-0.01	103	168.5	66.9	56.3	2693	28	14.1	5	39.1	40.7	38.6	37.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1440	108000	0	600000	108000	0	16115	15105
2005 Ford Focus	38117	Ford	--	0.18	0.02	0.11	-0.05	0.03	-0.01	103	178.4	66.9	56.3	2790	73	14.1	5	39.1	40.7	39.8	37.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1440	108000	0	600000	108000	0	17115	16025
2005 Ford Focus	38117	Ford	--	0.17	0.02	0.07	-0.05	0.03	-0.01	103	168.5	66.9	56.3	2614	28	14.1	5	39.1	40.7	38.6	37.6	NA	NA	NA	NA	NA	NA	4	4	4	3	4	1440	108000	0	600000	108000	0	15915	14921
2005 Ford Focus	38117	Ford	--	0.17	0.02	0.1	-0.05	0.03	-0.01	103	175.2	66.9	56.3	2643	14	14.1	5	39.1	40.7	38.6	37.6	NA	NA	NA	NA	NA	NA	5	4	4	3	4	1440	108000	0	600000	108000	0	16515	15473
2005 Ford Focus	38117	Ford	--	0.17	0.02	0.11	-0.05	0.03	-0.01	103	168.5	66.9	56.3	2693	28	14.1	5	39.1	40.7	38.6	37.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1440	108000	0	600000	108000	0	17215	16117
2005 Ford Focus	38117	Ford	--	0.18	0.02	0.11	-0.05	0.03	-0.01	103	178.4	66.9	56.3	2790	73	14.1	5	39.1	40.7	39.8	37.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1440	108000	0	600000	108000	0	18215	17037
2005 Ford Focus	38117	Ford	ZX4 ST	0.17	0.02	0.1	-0.06	0.03	-0.01	103	175.2	66.9	56.3	2643	14	14.1	5	39.1	40.7	38.6	37.6	2.3	151	5750	154	22	31	5	4	4	3	4	1530	108000	0	600000	108000	0	18015	16853
2005 Ford Thunderbird	38120	Ford	Standard	0.16	0.03	0.12	-0.04	0.03	-0.04	107.2	186.3	72	52.1	3780	8.5	18	2	37.2	42.7	NA	NA	3.9	280	6000	286	18	24	4	5	5	5	NA	1350	108000	0	600000	108000	0	37605	34484
2005 Ford Thunderbird	38120	Ford	Standard	0.16	0.03	0.12	-0.05	0.03	-0.04	107.2	186.3	72	52.1	3780	8.5	18	2	37.2	42.7	NA	NA	3.9	280	6000	286	18	24	4	5	5	5	NA	NA	108000	0	600000	108000	0	38650	35426
2005 Ford Thunderbird	38120	Ford	Standard	0.16	0.03	0.12	-0.05	0.03	-0.04	107.2	186.3	72	52.1	3780	8.5	18	2	37.2	42.7	NA	NA	3.9	280	6000	286	18	24	4	5	5	5	NA	NA	108000	0	600000	108000	0	43825	40153
2005 Ford Five Hundred	38122	Ford	Standard	0.24	0.02	0.14	-0.04	0.03	-0.02	112.9	200.7	74.5	61.5	3664	21.2	19	5	39.4	41.3	38.7	41.3	3	203	5750	207	21	29	5	5	4	5	5	1350	108000	0	600000	108000	0	22145	20350
2005 Ford Five Hundred	38122	Ford	Standard	0.24	0.02	0.14	-0.04	0.03	-0.02	112.9	200.7	74.5	61.5	3664	21.2	19	5	39.4	41.3	38.7	41.3	3	203	5750	207	21	29	5	5	4	5	5	1350	108000	0	600000	108000	0	23945	21970
2005 Ford Five Hundred	38122	Ford	Standard	0.24	0.02	0.14	-0.05	0.03	-0.02	112.9	200.7	74.5	61.5	3664	21.2	19	5	39.4	41.3	38.7	41.3	3	203	5750	207	21	29	5	5	4	5	5	1440	108000	0	600000	108000	0	24145	22150
2005 Ford Five Hundred	38122	Ford	Standard	0.24	0.02	0.14	-0.05	0.03	-0.02	112.9	200.7	74.5	61.5	3664	21.2	19	5	39.4	41.3	38.7	41.3	3	203	5750	207	21	29	5	5	4	5	5	1440	108000	0	600000	108000	0	25945	23770
2005 Ford Five Hundred	38122	Ford	Standard	0.24	0.02	0.14	-0.06	0.03	-0.02	112.9	200.7	74.5	61.5	3664	21.2	19	5	39.4	41.3	38.7	41.3	3	203	5750	207	21	29	5	5	4	5	5	1620	108000	0	600000	108000	0	26270	24063
2005 Ford Five Hundred	38122	Ford	Standard	0.24	0.02	0.14	-0.06	0.03	-0.02	112.9	200.7	74.5	61.5	3664	21.2	19	5	39.4	41.3	38.7	41.3	3	203	5750	207	21	29	5	5	4	5	5	1620	108000	0	600000	108000	0	28070	25683
2005 Ford Mustang	38123	Ford	Base	0.17	0.02	0.11	-0.05	0.03	-0.01	107.1	187.6	73.9	54.5	3300	13	16	4	38.6	42.7	35	31	4	210	5250	240	19	26.5	NA	NA	5	NA	NA	1440	108000	0	600000	108000	0	19145	17635
2005 Ford Mustang	38123	Ford	Base	0.17	0.02	0.11	-0.05	0.03	-0.02	107.1	187.6	73.9	55.7	3476	9.7	16	4	38.8	42.7	36.3	30.3	4	210	5250	240	19	26.5	NA	NA	NA	NA	NA	1440	108000	0	600000	108000	0	23870	21888
2005 Ford Mustang	38123	Ford	Base	0.17	0.02	0.11	-0.05	0.03	-0.01	107.1	187.6	73.9	54.5	3300	13	16	4	38.6	42.7	35	31	4	210	5250	240	19	26.5	NA	NA	5	NA	NA	1440	108000	0	600000	108000	0	19970	18378
2005 Ford Mustang	38123	Ford	Base	0.17	0.02	0.11	-0.05	0.03	-0.02	107.1	187.6	73.9	55.7	3476	9.7	16	4	38.8	42.7	36.3	30.3	4	210	5250	240	19	26.5	NA	NA	NA	NA	NA	1440	108000	0	600000	108000	0	24695	22631
2005 Ford Mustang	38123	Ford	GT	0.17	0.03	0.11	-0.07	0.03	-0.02	107.1	187.6	73.9	54.5	3300	13	16	4	38.6	42.7	35	31	4.6	300	5750	320	17.5	24	NA	NA	5	NA	NA	1710	108000	0	600000	108000	0	24945	22855
2005 Ford Mustang	38123	Ford	GT	0.17	0.03	0.11	-0.07	0.03	-0.03	107.1	187.6	73.9	55.7	3476	9.7	16	4	38.8	42.7	36.3	30.3	4.6	300	5750	320	17.5	24	NA	NA	NA	NA	NA	1710	108000	0	600000	108000	0	29370	26838
2005 Ford Mustang	38123	Ford	GT	0.17	0.03	0.11	-0.07	0.03	-0.02	107.1	187.6	73.9	54.5	3300	13	16	4	38.6	42.7	35	31	4.6	300	5750	320	17.5	24	NA	NA	5	NA	NA	1710	108000	0	600000	108000	0	26125	23918
2005 Ford Mustang	38123	Ford	GT	0.17	0.03	0.11	-0.07	0.03	-0.03	107.1	187.6	73.9	55.7	3476	9.7	16	4	38.8	42.7	36.3	30.3	4.6	300	5750	320	17.5	24	NA	NA	NA	NA	NA	1710	108000	0	600000	108000	0	30550	27901
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.2	0.02	0.13	0	0.03	-0.01	107.9	189.5	71.5	57.1	3059	14	17.1	5	40.4	42.6	38.5	36.8	2.4	160	5500	161	25	34	5	5	4	4	5	630	108000	0	600000	108000	0	16295	14673
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.2	0.02	0.13	0	0.03	-0.01	107.9	189.5	71.5	57.1	3059	14	17.1	5	40.4	42.6	38.5	36.8	2.4	160	5500	161	25	34	5	5	4	4	5	630	108000	0	600000	108000	0	17095	15392
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.18	0.02	0.14	-0.03	0.03	-0.01	105.1	187.6	71.3	55.7	2994	12.8	17.1	5	39.8	43.1	36.1	31.9	2.4	160	5500	161	25	34	5	5	4	5	5	1170	108000	0	600000	108000	0	19875	17890
